,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
8232,Assign seriousness,complete,Value 8,2011-06-21 08:44:27+00:00,Assign seriousness,Value 8,Case3033,Variant 4,4,Fluxicon Disco
8233,Take in charge ticket,complete,Value 13,2011-07-07 07:57:39+00:00,Take in charge ticket,Value 13,Case3033,Variant 4,4,Fluxicon Disco
8234,Resolve ticket,complete,Value 13,2011-07-07 07:59:42+00:00,Resolve ticket,Value 13,Case3033,Variant 4,4,Fluxicon Disco
8235,Closed,complete,Value 5,2011-08-03 08:51:31+00:00,Closed,Value 5,Case3033,Variant 4,4,Fluxicon Disco
8236,Assign seriousness,complete,Value 8,2011-06-21 08:55:05+00:00,Assign seriousness,Value 8,Case1061,Variant 17,17,Fluxicon Disco
8237,Assign seriousness,complete,Value 8,2011-06-21 08:55:21+00:00,Assign seriousness,Value 8,Case1061,Variant 17,17,Fluxicon Disco
8238,Take in charge ticket,complete,Value 13,2011-06-27 09:24:28+00:00,Take in charge ticket,Value 13,Case1061,Variant 17,17,Fluxicon Disco
8239,Wait,complete,Value 13,2011-07-20 13:14:44+00:00,Wait,Value 13,Case1061,Variant 17,17,Fluxicon Disco
8240,Resolve ticket,complete,Value 13,2011-07-28 09:26:55+00:00,Resolve ticket,Value 13,Case1061,Variant 17,17,Fluxicon Disco
8241,Closed,complete,Value 5,2011-08-12 09:27:14+00:00,Closed,Value 5,Case1061,Variant 17,17,Fluxicon Disco
8242,Assign seriousness,complete,Value 8,2011-06-21 09:03:15+00:00,Assign seriousness,Value 8,Case1516,Variant 39,39,Fluxicon Disco
8243,Assign seriousness,complete,Value 8,2011-06-21 09:03:29+00:00,Assign seriousness,Value 8,Case1516,Variant 39,39,Fluxicon Disco
8244,Assign seriousness,complete,Value 2,2011-06-28 08:15:08+00:00,Assign seriousness,Value 2,Case1516,Variant 39,39,Fluxicon Disco
8245,Take in charge ticket,complete,Value 9,2011-06-29 13:51:54+00:00,Take in charge ticket,Value 9,Case1516,Variant 39,39,Fluxicon Disco
8246,Wait,complete,Value 9,2011-07-08 14:08:00+00:00,Wait,Value 9,Case1516,Variant 39,39,Fluxicon Disco
8247,Resolve ticket,complete,Value 9,2011-07-25 07:08:25+00:00,Resolve ticket,Value 9,Case1516,Variant 39,39,Fluxicon Disco
8248,Closed,complete,Value 5,2011-08-09 07:08:41+00:00,Closed,Value 5,Case1516,Variant 39,39,Fluxicon Disco
8249,Assign seriousness,complete,Value 8,2011-06-21 09:14:38+00:00,Assign seriousness,Value 8,Case1496,Variant 83,83,Fluxicon Disco
8250,Assign seriousness,complete,Value 8,2011-06-21 09:14:50+00:00,Assign seriousness,Value 8,Case1496,Variant 83,83,Fluxicon Disco
8251,Take in charge ticket,complete,Value 2,2011-06-22 13:12:41+00:00,Take in charge ticket,Value 2,Case1496,Variant 83,83,Fluxicon Disco
8252,Resolve ticket,complete,Value 2,2011-06-28 13:39:55+00:00,Resolve ticket,Value 2,Case1496,Variant 83,83,Fluxicon Disco
8253,Take in charge ticket,complete,Value 2,2011-06-28 14:42:09+00:00,Take in charge ticket,Value 2,Case1496,Variant 83,83,Fluxicon Disco
8254,Resolve ticket,complete,Value 2,2011-06-29 07:26:40+00:00,Resolve ticket,Value 2,Case1496,Variant 83,83,Fluxicon Disco
8255,Closed,complete,Value 5,2011-07-22 09:20:43+00:00,Closed,Value 5,Case1496,Variant 83,83,Fluxicon Disco
8256,Assign seriousness,complete,Value 8,2011-06-21 09:39:24+00:00,Assign seriousness,Value 8,Case1539,Variant 3,3,Fluxicon Disco
8257,Take in charge ticket,complete,Value 8,2011-06-21 12:50:41+00:00,Take in charge ticket,Value 8,Case1539,Variant 3,3,Fluxicon Disco
8258,Wait,complete,Value 8,2011-06-21 12:50:48+00:00,Wait,Value 8,Case1539,Variant 3,3,Fluxicon Disco
8259,Take in charge ticket,complete,Value 8,2011-06-21 14:17:11+00:00,Take in charge ticket,Value 8,Case1539,Variant 3,3,Fluxicon Disco
8260,Resolve ticket,complete,Value 8,2011-06-21 14:17:20+00:00,Resolve ticket,Value 8,Case1539,Variant 3,3,Fluxicon Disco
8261,Closed,complete,Value 5,2011-08-06 09:40:51+00:00,Closed,Value 5,Case1539,Variant 3,3,Fluxicon Disco
8262,Assign seriousness,complete,Value 8,2011-06-21 13:00:31+00:00,Assign seriousness,Value 8,Case3533,Variant 23,23,Fluxicon Disco
8263,Assign seriousness,complete,Value 8,2011-06-21 13:00:46+00:00,Assign seriousness,Value 8,Case3533,Variant 23,23,Fluxicon Disco
8264,Assign seriousness,complete,Value 2,2011-06-28 08:15:31+00:00,Assign seriousness,Value 2,Case3533,Variant 23,23,Fluxicon Disco
8265,Take in charge ticket,complete,Value 9,2011-06-28 12:50:10+00:00,Take in charge ticket,Value 9,Case3533,Variant 23,23,Fluxicon Disco
8266,Resolve ticket,complete,Value 9,2011-06-28 13:35:04+00:00,Resolve ticket,Value 9,Case3533,Variant 23,23,Fluxicon Disco
8267,Closed,complete,Value 5,2011-08-04 13:10:31+00:00,Closed,Value 5,Case3533,Variant 23,23,Fluxicon Disco
8268,Assign seriousness,complete,Value 2,2011-06-21 13:40:37+00:00,Assign seriousness,Value 2,Case207,Variant 1,1,Fluxicon Disco
8269,Take in charge ticket,complete,Value 2,2011-06-23 13:54:10+00:00,Take in charge ticket,Value 2,Case207,Variant 1,1,Fluxicon Disco
8270,Resolve ticket,complete,Value 2,2011-07-11 07:42:06+00:00,Resolve ticket,Value 2,Case207,Variant 1,1,Fluxicon Disco
8271,Closed,complete,Value 5,2011-07-26 07:42:22+00:00,Closed,Value 5,Case207,Variant 1,1,Fluxicon Disco
8272,Assign seriousness,complete,Value 8,2011-06-21 14:09:39+00:00,Assign seriousness,Value 8,Case1069,Variant 1,1,Fluxicon Disco
8273,Take in charge ticket,complete,Value 8,2011-06-21 14:10:08+00:00,Take in charge ticket,Value 8,Case1069,Variant 1,1,Fluxicon Disco
8274,Resolve ticket,complete,Value 8,2011-06-21 14:10:56+00:00,Resolve ticket,Value 8,Case1069,Variant 1,1,Fluxicon Disco
8275,Closed,complete,Value 5,2011-07-24 14:11:08+00:00,Closed,Value 5,Case1069,Variant 1,1,Fluxicon Disco
8276,Assign seriousness,complete,Value 8,2011-06-21 14:43:11+00:00,Assign seriousness,Value 8,Case2161,Variant 4,4,Fluxicon Disco
8277,Assign seriousness,complete,Value 8,2011-06-21 14:43:35+00:00,Assign seriousness,Value 8,Case2161,Variant 4,4,Fluxicon Disco
8278,Take in charge ticket,complete,Value 13,2011-06-27 08:00:16+00:00,Take in charge ticket,Value 13,Case2161,Variant 4,4,Fluxicon Disco
8279,Resolve ticket,complete,Value 13,2011-06-27 09:23:39+00:00,Resolve ticket,Value 13,Case2161,Variant 4,4,Fluxicon Disco
8280,Closed,complete,Value 5,2011-07-22 14:50:27+00:00,Closed,Value 5,Case2161,Variant 4,4,Fluxicon Disco
8281,Assign seriousness,complete,Value 8,2011-06-21 15:02:21+00:00,Assign seriousness,Value 8,Case1611,Variant 4,4,Fluxicon Disco
8282,Assign seriousness,complete,Value 8,2011-06-21 15:12:11+00:00,Assign seriousness,Value 8,Case1611,Variant 4,4,Fluxicon Disco
8283,Take in charge ticket,complete,Value 8,2011-06-22 12:53:59+00:00,Take in charge ticket,Value 8,Case1611,Variant 4,4,Fluxicon Disco
8284,Resolve ticket,complete,Value 8,2011-06-22 12:54:10+00:00,Resolve ticket,Value 8,Case1611,Variant 4,4,Fluxicon Disco
8285,Closed,complete,Value 5,2011-08-18 15:10:26+00:00,Closed,Value 5,Case1611,Variant 4,4,Fluxicon Disco
8286,Assign seriousness,complete,Value 8,2011-06-21 15:42:53+00:00,Assign seriousness,Value 8,Case429,Variant 4,4,Fluxicon Disco
8287,Assign seriousness,complete,Value 8,2011-06-21 15:43:03+00:00,Assign seriousness,Value 8,Case429,Variant 4,4,Fluxicon Disco
8288,Take in charge ticket,complete,Value 13,2011-06-23 12:57:37+00:00,Take in charge ticket,Value 13,Case429,Variant 4,4,Fluxicon Disco
8289,Resolve ticket,complete,Value 13,2011-06-23 14:56:12+00:00,Resolve ticket,Value 13,Case429,Variant 4,4,Fluxicon Disco
8290,Closed,complete,Value 5,2011-08-04 15:50:29+00:00,Closed,Value 5,Case429,Variant 4,4,Fluxicon Disco
8291,Assign seriousness,complete,Value 8,2011-06-22 07:43:20+00:00,Assign seriousness,Value 8,Case3988,Variant 4,4,Fluxicon Disco
8292,Assign seriousness,complete,Value 8,2011-06-22 07:43:59+00:00,Assign seriousness,Value 8,Case3988,Variant 4,4,Fluxicon Disco
8293,Take in charge ticket,complete,Value 8,2011-06-22 10:06:02+00:00,Take in charge ticket,Value 8,Case3988,Variant 4,4,Fluxicon Disco
8294,Resolve ticket,complete,Value 8,2011-06-22 10:09:31+00:00,Resolve ticket,Value 8,Case3988,Variant 4,4,Fluxicon Disco
8295,Closed,complete,Value 5,2011-07-23 07:50:17+00:00,Closed,Value 5,Case3988,Variant 4,4,Fluxicon Disco
8296,Assign seriousness,complete,Value 8,2011-06-22 07:50:04+00:00,Assign seriousness,Value 8,Case3610,Variant 4,4,Fluxicon Disco
8297,Assign seriousness,complete,Value 8,2011-06-22 07:50:18+00:00,Assign seriousness,Value 8,Case3610,Variant 4,4,Fluxicon Disco
8298,Take in charge ticket,complete,Value 12,2011-06-22 08:23:19+00:00,Take in charge ticket,Value 12,Case3610,Variant 4,4,Fluxicon Disco
8299,Resolve ticket,complete,Value 12,2011-06-22 10:52:06+00:00,Resolve ticket,Value 12,Case3610,Variant 4,4,Fluxicon Disco
8300,Closed,complete,Value 5,2011-07-23 08:00:28+00:00,Closed,Value 5,Case3610,Variant 4,4,Fluxicon Disco
8301,Assign seriousness,complete,Value 8,2011-06-22 08:37:12+00:00,Assign seriousness,Value 8,Case2110,Variant 4,4,Fluxicon Disco
8302,Assign seriousness,complete,Value 8,2011-06-22 08:37:23+00:00,Assign seriousness,Value 8,Case2110,Variant 4,4,Fluxicon Disco
8303,Take in charge ticket,complete,Value 2,2011-06-22 09:19:11+00:00,Take in charge ticket,Value 2,Case2110,Variant 4,4,Fluxicon Disco
8304,Resolve ticket,complete,Value 2,2011-06-22 10:55:35+00:00,Resolve ticket,Value 2,Case2110,Variant 4,4,Fluxicon Disco
8305,Closed,complete,Value 5,2011-07-30 08:40:42+00:00,Closed,Value 5,Case2110,Variant 4,4,Fluxicon Disco
8306,Assign seriousness,complete,Value 8,2011-06-22 09:50:36+00:00,Assign seriousness,Value 8,Case2402,Variant 4,4,Fluxicon Disco
8307,Assign seriousness,complete,Value 8,2011-06-22 09:50:54+00:00,Assign seriousness,Value 8,Case2402,Variant 4,4,Fluxicon Disco
8308,Take in charge ticket,complete,Value 10,2011-06-24 15:54:04+00:00,Take in charge ticket,Value 10,Case2402,Variant 4,4,Fluxicon Disco
8309,Resolve ticket,complete,Value 10,2011-06-24 16:06:50+00:00,Resolve ticket,Value 10,Case2402,Variant 4,4,Fluxicon Disco
8310,Closed,complete,Value 5,2011-07-30 10:01:00+00:00,Closed,Value 5,Case2402,Variant 4,4,Fluxicon Disco
8311,Assign seriousness,complete,Value 8,2011-06-22 12:33:44+00:00,Assign seriousness,Value 8,Case3941,Variant 4,4,Fluxicon Disco
8312,Assign seriousness,complete,Value 8,2011-06-22 12:34:07+00:00,Assign seriousness,Value 8,Case3941,Variant 4,4,Fluxicon Disco
8313,Take in charge ticket,complete,Value 17,2011-06-22 13:07:02+00:00,Take in charge ticket,Value 17,Case3941,Variant 4,4,Fluxicon Disco
8314,Resolve ticket,complete,Value 17,2011-06-22 13:07:33+00:00,Resolve ticket,Value 17,Case3941,Variant 4,4,Fluxicon Disco
8315,Closed,complete,Value 5,2011-08-05 12:40:27+00:00,Closed,Value 5,Case3941,Variant 4,4,Fluxicon Disco
8316,Assign seriousness,complete,Value 8,2011-06-22 13:08:02+00:00,Assign seriousness,Value 8,Case368,Variant 59,59,Fluxicon Disco
8317,Assign seriousness,complete,Value 8,2011-06-22 13:08:20+00:00,Assign seriousness,Value 8,Case368,Variant 59,59,Fluxicon Disco
8318,Take in charge ticket,complete,Value 2,2011-06-22 15:55:26+00:00,Take in charge ticket,Value 2,Case368,Variant 59,59,Fluxicon Disco
8319,Wait,complete,Value 13,2011-06-23 08:18:51+00:00,Wait,Value 13,Case368,Variant 59,59,Fluxicon Disco
8320,Wait,complete,Value 13,2011-06-23 08:18:54+00:00,Wait,Value 13,Case368,Variant 59,59,Fluxicon Disco
8321,Take in charge ticket,complete,Value 2,2011-07-20 08:13:16+00:00,Take in charge ticket,Value 2,Case368,Variant 59,59,Fluxicon Disco
8322,Resolve ticket,complete,Value 2,2011-08-03 14:03:51+00:00,Resolve ticket,Value 2,Case368,Variant 59,59,Fluxicon Disco
8323,Closed,complete,Value 5,2011-08-18 14:04:06+00:00,Closed,Value 5,Case368,Variant 59,59,Fluxicon Disco
8324,Assign seriousness,complete,Value 8,2011-06-22 13:17:59+00:00,Assign seriousness,Value 8,Case3687,Variant 15,15,Fluxicon Disco
8325,Take in charge ticket,complete,Value 8,2011-06-22 13:49:09+00:00,Take in charge ticket,Value 8,Case3687,Variant 15,15,Fluxicon Disco
8326,Wait,complete,Value 8,2011-06-22 13:49:20+00:00,Wait,Value 8,Case3687,Variant 15,15,Fluxicon Disco
8327,Take in charge ticket,complete,Value 9,2011-07-15 15:36:32+00:00,Take in charge ticket,Value 9,Case3687,Variant 15,15,Fluxicon Disco
8328,Wait,complete,Value 9,2011-07-15 15:39:16+00:00,Wait,Value 9,Case3687,Variant 15,15,Fluxicon Disco
8329,Resolve ticket,complete,Value 9,2011-07-22 14:57:52+00:00,Resolve ticket,Value 9,Case3687,Variant 15,15,Fluxicon Disco
8330,Closed,complete,Value 5,2011-08-06 14:58:01+00:00,Closed,Value 5,Case3687,Variant 15,15,Fluxicon Disco
8331,Assign seriousness,complete,Value 8,2011-06-22 13:55:23+00:00,Assign seriousness,Value 8,Case3235,Variant 4,4,Fluxicon Disco
8332,Assign seriousness,complete,Value 8,2011-06-22 13:55:48+00:00,Assign seriousness,Value 8,Case3235,Variant 4,4,Fluxicon Disco
8333,Take in charge ticket,complete,Value 15,2011-06-22 14:34:58+00:00,Take in charge ticket,Value 15,Case3235,Variant 4,4,Fluxicon Disco
8334,Resolve ticket,complete,Value 15,2011-06-22 15:02:20+00:00,Resolve ticket,Value 15,Case3235,Variant 4,4,Fluxicon Disco
8335,Closed,complete,Value 5,2011-07-23 14:00:30+00:00,Closed,Value 5,Case3235,Variant 4,4,Fluxicon Disco
8336,Assign seriousness,complete,Value 8,2011-06-22 15:46:54+00:00,Assign seriousness,Value 8,Case1629,Variant 23,23,Fluxicon Disco
8337,Assign seriousness,complete,Value 8,2011-06-22 15:47:09+00:00,Assign seriousness,Value 8,Case1629,Variant 23,23,Fluxicon Disco
8338,Assign seriousness,complete,Value 2,2011-06-23 12:22:54+00:00,Assign seriousness,Value 2,Case1629,Variant 23,23,Fluxicon Disco
8339,Take in charge ticket,complete,Value 2,2011-06-23 12:23:03+00:00,Take in charge ticket,Value 2,Case1629,Variant 23,23,Fluxicon Disco
8340,Resolve ticket,complete,Value 2,2011-06-23 12:24:05+00:00,Resolve ticket,Value 2,Case1629,Variant 23,23,Fluxicon Disco
8341,Closed,complete,Value 5,2011-07-23 15:50:31+00:00,Closed,Value 5,Case1629,Variant 23,23,Fluxicon Disco
8342,Assign seriousness,complete,Value 8,2011-06-23 07:35:48+00:00,Assign seriousness,Value 8,Case1158,Variant 13,13,Fluxicon Disco
8343,Assign seriousness,complete,Value 8,2011-06-23 07:36:08+00:00,Assign seriousness,Value 8,Case1158,Variant 13,13,Fluxicon Disco
8344,Take in charge ticket,complete,Value 11,2011-06-23 09:52:00+00:00,Take in charge ticket,Value 11,Case1158,Variant 13,13,Fluxicon Disco
8345,Wait,complete,Value 11,2011-06-23 10:00:20+00:00,Wait,Value 11,Case1158,Variant 13,13,Fluxicon Disco
8346,Take in charge ticket,complete,Value 11,2011-07-21 13:33:50+00:00,Take in charge ticket,Value 11,Case1158,Variant 13,13,Fluxicon Disco
8347,Resolve ticket,complete,Value 11,2011-07-21 13:33:58+00:00,Resolve ticket,Value 11,Case1158,Variant 13,13,Fluxicon Disco
8348,Closed,complete,Value 5,2011-08-05 13:34:19+00:00,Closed,Value 5,Case1158,Variant 13,13,Fluxicon Disco
8349,Assign seriousness,complete,Value 8,2011-06-23 07:58:08+00:00,Assign seriousness,Value 8,Case3346,Variant 13,13,Fluxicon Disco
8350,Assign seriousness,complete,Value 8,2011-06-23 07:58:25+00:00,Assign seriousness,Value 8,Case3346,Variant 13,13,Fluxicon Disco
8351,Take in charge ticket,complete,Value 2,2011-06-23 08:10:26+00:00,Take in charge ticket,Value 2,Case3346,Variant 13,13,Fluxicon Disco
8352,Wait,complete,Value 2,2011-06-28 09:27:26+00:00,Wait,Value 2,Case3346,Variant 13,13,Fluxicon Disco
8353,Take in charge ticket,complete,Value 2,2011-07-01 15:04:33+00:00,Take in charge ticket,Value 2,Case3346,Variant 13,13,Fluxicon Disco
8354,Resolve ticket,complete,Value 2,2011-07-01 15:04:48+00:00,Resolve ticket,Value 2,Case3346,Variant 13,13,Fluxicon Disco
8355,Closed,complete,Value 5,2011-07-29 13:40:37+00:00,Closed,Value 5,Case3346,Variant 13,13,Fluxicon Disco
8356,Assign seriousness,complete,Value 8,2011-06-23 08:19:09+00:00,Assign seriousness,Value 8,Case1932,Variant 4,4,Fluxicon Disco
8357,Assign seriousness,complete,Value 8,2011-06-23 08:19:25+00:00,Assign seriousness,Value 8,Case1932,Variant 4,4,Fluxicon Disco
8358,Take in charge ticket,complete,Value 13,2011-06-27 13:04:03+00:00,Take in charge ticket,Value 13,Case1932,Variant 4,4,Fluxicon Disco
8359,Resolve ticket,complete,Value 13,2011-06-28 09:40:33+00:00,Resolve ticket,Value 13,Case1932,Variant 4,4,Fluxicon Disco
8360,Closed,complete,Value 5,2011-07-26 08:20:20+00:00,Closed,Value 5,Case1932,Variant 4,4,Fluxicon Disco
8361,Assign seriousness,complete,Value 8,2011-06-23 14:32:21+00:00,Assign seriousness,Value 8,Case3400,Variant 4,4,Fluxicon Disco
8362,Assign seriousness,complete,Value 8,2011-06-23 14:32:40+00:00,Assign seriousness,Value 8,Case3400,Variant 4,4,Fluxicon Disco
8363,Take in charge ticket,complete,Value 2,2011-06-27 09:29:08+00:00,Take in charge ticket,Value 2,Case3400,Variant 4,4,Fluxicon Disco
8364,Resolve ticket,complete,Value 2,2011-06-27 09:39:38+00:00,Resolve ticket,Value 2,Case3400,Variant 4,4,Fluxicon Disco
8365,Closed,complete,Value 5,2011-08-10 14:40:31+00:00,Closed,Value 5,Case3400,Variant 4,4,Fluxicon Disco
8366,Assign seriousness,complete,Value 8,2011-06-23 14:43:37+00:00,Assign seriousness,Value 8,Case598,Variant 4,4,Fluxicon Disco
8367,Assign seriousness,complete,Value 8,2011-06-23 14:44:01+00:00,Assign seriousness,Value 8,Case598,Variant 4,4,Fluxicon Disco
8368,Take in charge ticket,complete,Value 8,2011-06-23 14:48:10+00:00,Take in charge ticket,Value 8,Case598,Variant 4,4,Fluxicon Disco
8369,Resolve ticket,complete,Value 15,2011-06-23 15:13:17+00:00,Resolve ticket,Value 15,Case598,Variant 4,4,Fluxicon Disco
8370,Closed,complete,Value 5,2011-07-26 14:50:24+00:00,Closed,Value 5,Case598,Variant 4,4,Fluxicon Disco
8371,Assign seriousness,complete,Value 8,2011-06-23 15:00:23+00:00,Assign seriousness,Value 8,Case4219,Variant 17,17,Fluxicon Disco
8372,Assign seriousness,complete,Value 8,2011-06-23 15:00:41+00:00,Assign seriousness,Value 8,Case4219,Variant 17,17,Fluxicon Disco
8373,Take in charge ticket,complete,Value 13,2011-06-29 07:51:17+00:00,Take in charge ticket,Value 13,Case4219,Variant 17,17,Fluxicon Disco
8374,Wait,complete,Value 13,2011-07-05 14:11:13+00:00,Wait,Value 13,Case4219,Variant 17,17,Fluxicon Disco
8375,Resolve ticket,complete,Value 13,2011-07-29 12:08:25+00:00,Resolve ticket,Value 13,Case4219,Variant 17,17,Fluxicon Disco
8376,Closed,complete,Value 5,2011-08-19 13:10:34+00:00,Closed,Value 5,Case4219,Variant 17,17,Fluxicon Disco
8377,Assign seriousness,complete,Value 8,2011-06-23 15:15:37+00:00,Assign seriousness,Value 8,Case2506,Variant 17,17,Fluxicon Disco
8378,Assign seriousness,complete,Value 8,2011-06-23 15:16:19+00:00,Assign seriousness,Value 8,Case2506,Variant 17,17,Fluxicon Disco
8379,Take in charge ticket,complete,Value 9,2011-06-28 07:04:25+00:00,Take in charge ticket,Value 9,Case2506,Variant 17,17,Fluxicon Disco
8380,Wait,complete,Value 9,2011-06-28 08:36:02+00:00,Wait,Value 9,Case2506,Variant 17,17,Fluxicon Disco
8381,Resolve ticket,complete,Value 9,2011-07-26 14:37:24+00:00,Resolve ticket,Value 9,Case2506,Variant 17,17,Fluxicon Disco
8382,Closed,complete,Value 5,2011-08-10 14:37:41+00:00,Closed,Value 5,Case2506,Variant 17,17,Fluxicon Disco
8383,Insert ticket,complete,Value 7,2011-06-24 10:03:50+00:00,Insert ticket,Value 7,Case1492,Variant 41,41,Fluxicon Disco
8384,Assign seriousness,complete,Value 7,2011-06-24 10:08:50+00:00,Assign seriousness,Value 7,Case1492,Variant 41,41,Fluxicon Disco
8385,Assign seriousness,complete,Value 2,2011-06-29 08:02:37+00:00,Assign seriousness,Value 2,Case1492,Variant 41,41,Fluxicon Disco
8386,Take in charge ticket,complete,Value 9,2011-06-29 13:16:49+00:00,Take in charge ticket,Value 9,Case1492,Variant 41,41,Fluxicon Disco
8387,Wait,complete,Value 9,2011-07-04 10:16:10+00:00,Wait,Value 9,Case1492,Variant 41,41,Fluxicon Disco
8388,Take in charge ticket,complete,Value 9,2011-07-04 11:04:41+00:00,Take in charge ticket,Value 9,Case1492,Variant 41,41,Fluxicon Disco
8389,Resolve ticket,complete,Value 9,2011-07-04 11:05:25+00:00,Resolve ticket,Value 9,Case1492,Variant 41,41,Fluxicon Disco
8390,Closed,complete,Value 5,2011-07-27 10:50:33+00:00,Closed,Value 5,Case1492,Variant 41,41,Fluxicon Disco
8391,Assign seriousness,complete,Value 9,2011-06-24 10:10:25+00:00,Assign seriousness,Value 9,Case1045,Variant 1,1,Fluxicon Disco
8392,Take in charge ticket,complete,Value 2,2011-06-27 13:36:12+00:00,Take in charge ticket,Value 2,Case1045,Variant 1,1,Fluxicon Disco
8393,Resolve ticket,complete,Value 2,2011-06-27 13:37:30+00:00,Resolve ticket,Value 2,Case1045,Variant 1,1,Fluxicon Disco
8394,Closed,complete,Value 5,2011-08-22 10:20:40+00:00,Closed,Value 5,Case1045,Variant 1,1,Fluxicon Disco
8395,Assign seriousness,complete,Value 7,2011-06-24 10:11:39+00:00,Assign seriousness,Value 7,Case1934,Variant 1,1,Fluxicon Disco
8396,Take in charge ticket,complete,Value 2,2011-06-28 08:11:37+00:00,Take in charge ticket,Value 2,Case1934,Variant 1,1,Fluxicon Disco
