,case_id,prefix_length,activities,resources,timestamps,next_activity
5949,Case2985,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Require upgrade']","['Value 1', 'Value 4', 'Value 2', 'Value 2']","[Timestamp('2012-06-28 09:52:55+0000', tz='UTC'), Timestamp('2012-06-28 10:55:15+0000', tz='UTC'), Timestamp('2012-07-16 06:58:53+0000', tz='UTC'), Timestamp('2012-07-16 08:32:44+0000', tz='UTC')]",Resolve ticket
5950,Case2986,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-10 08:22:42+0000', tz='UTC')]",Take in charge ticket
5951,Case2986,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-05-10 08:22:42+0000', tz='UTC'), Timestamp('2012-05-10 08:22:50+0000', tz='UTC')]",Resolve ticket
5952,Case2987,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-26 15:59:53+0000', tz='UTC')]",Take in charge ticket
5953,Case2987,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-03-26 15:59:53+0000', tz='UTC'), Timestamp('2012-03-26 16:00:03+0000', tz='UTC')]",Resolve ticket
5954,Case2988,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-05-22 15:02:26+0000', tz='UTC')]",Resolve ticket
5955,Case2988,2,"['Assign seriousness', 'Resolve ticket']","['Value 14', 'Value 2']","[Timestamp('2013-05-22 15:02:26+0000', tz='UTC'), Timestamp('2013-06-25 12:44:06+0000', tz='UTC')]",Resolve ticket
5956,Case2989,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-07-10 09:31:37+0000', tz='UTC')]",Take in charge ticket
5957,Case2989,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[Timestamp('2012-07-10 09:31:37+0000', tz='UTC'), Timestamp('2012-07-10 13:13:50+0000', tz='UTC')]",Resolve ticket
5958,Case299,1,['Assign seriousness'],['Value 9'],"[Timestamp('2013-08-06 09:33:42+0000', tz='UTC')]",Take in charge ticket
5959,Case299,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 2']","[Timestamp('2013-08-06 09:33:42+0000', tz='UTC'), Timestamp('2013-08-06 12:54:04+0000', tz='UTC')]",Wait
5960,Case299,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 2', 'Value 9']","[Timestamp('2013-08-06 09:33:42+0000', tz='UTC'), Timestamp('2013-08-06 12:54:04+0000', tz='UTC'), Timestamp('2013-08-13 10:31:42+0000', tz='UTC')]",Resolve ticket
5961,Case2990,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-04 13:00:33+0000', tz='UTC')]",Take in charge ticket
5962,Case2990,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[Timestamp('2011-10-04 13:00:33+0000', tz='UTC'), Timestamp('2011-10-07 14:38:02+0000', tz='UTC')]",Resolve ticket
5963,Case2991,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-02-24 14:04:03+0000', tz='UTC')]",Take in charge ticket
5964,Case2991,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-02-24 14:04:03+0000', tz='UTC'), Timestamp('2011-02-24 14:04:29+0000', tz='UTC')]",Resolve ticket
5965,Case2992,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-02-06 17:31:36+0000', tz='UTC')]",Take in charge ticket
5966,Case2992,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2013-02-06 17:31:36+0000', tz='UTC'), Timestamp('2013-02-11 13:14:01+0000', tz='UTC')]",Wait
5967,Case2992,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 4', 'Value 2']","[Timestamp('2013-02-06 17:31:36+0000', tz='UTC'), Timestamp('2013-02-11 13:14:01+0000', tz='UTC'), Timestamp('2013-02-11 14:05:50+0000', tz='UTC')]",Resolve ticket
5968,Case2993,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-04-09 06:58:27+0000', tz='UTC')]",Take in charge ticket
5969,Case2993,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 12']","[Timestamp('2010-04-09 06:58:27+0000', tz='UTC'), Timestamp('2010-04-09 07:43:14+0000', tz='UTC')]",Wait
5970,Case2993,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 12', 'Value 12']","[Timestamp('2010-04-09 06:58:27+0000', tz='UTC'), Timestamp('2010-04-09 07:43:14+0000', tz='UTC'), Timestamp('2010-04-09 15:34:50+0000', tz='UTC')]",Take in charge ticket
5971,Case2993,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 12', 'Value 12', 'Value 12']","[Timestamp('2010-04-09 06:58:27+0000', tz='UTC'), Timestamp('2010-04-09 07:43:14+0000', tz='UTC'), Timestamp('2010-04-09 15:34:50+0000', tz='UTC'), Timestamp('2010-04-12 16:01:24+0000', tz='UTC')]",Resolve ticket
5972,Case2994,1,['Assign seriousness'],['Value 9'],"[Timestamp('2011-07-12 16:20:06+0000', tz='UTC')]",Resolve ticket
5973,Case2995,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-09-22 10:12:24+0000', tz='UTC')]",Take in charge ticket
5974,Case2995,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 12']","[Timestamp('2010-09-22 10:12:24+0000', tz='UTC'), Timestamp('2010-09-23 08:19:02+0000', tz='UTC')]",Resolve ticket
5975,Case2996,1,['Assign seriousness'],['Value 2'],"[Timestamp('2012-07-23 07:30:10+0000', tz='UTC')]",Take in charge ticket
5976,Case2996,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2012-07-23 07:30:10+0000', tz='UTC'), Timestamp('2012-07-25 08:45:39+0000', tz='UTC')]",Resolve ticket
5977,Case2997,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-17 09:38:04+0000', tz='UTC')]",Take in charge ticket
5978,Case2997,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2011-10-17 09:38:04+0000', tz='UTC'), Timestamp('2011-10-18 08:45:50+0000', tz='UTC')]",Resolve ticket
5979,Case2998,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-12-19 09:39:15+0000', tz='UTC')]",Take in charge ticket
5980,Case2998,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2011-12-19 09:39:15+0000', tz='UTC'), Timestamp('2011-12-20 15:17:30+0000', tz='UTC')]",Resolve ticket
5981,Case2999,1,['Assign seriousness'],['Value 7'],"[Timestamp('2010-09-20 08:56:44+0000', tz='UTC')]",Take in charge ticket
5982,Case2999,2,"['Assign seriousness', 'Take in charge ticket']","['Value 7', 'Value 7']","[Timestamp('2010-09-20 08:56:44+0000', tz='UTC'), Timestamp('2010-09-20 08:59:23+0000', tz='UTC')]",Resolve ticket
5983,Case3,1,['Assign seriousness'],['Value 6'],"[Timestamp('2010-10-29 10:14:06+0000', tz='UTC')]",Take in charge ticket
5984,Case3,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 7']","[Timestamp('2010-10-29 10:14:06+0000', tz='UTC'), Timestamp('2010-11-03 16:16:11+0000', tz='UTC')]",Resolve ticket
5985,Case30,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-01-21 09:47:20+0000', tz='UTC')]",Take in charge ticket
5986,Case30,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2011-01-21 09:47:20+0000', tz='UTC'), Timestamp('2011-02-07 09:19:45+0000', tz='UTC')]",Resolve ticket
5987,Case300,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-21 16:34:29+0000', tz='UTC')]",Take in charge ticket
5988,Case300,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-03-21 16:34:29+0000', tz='UTC'), Timestamp('2012-03-21 16:34:39+0000', tz='UTC')]",Resolve ticket
5989,Case3000,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-05-10 10:45:07+0000', tz='UTC')]",Take in charge ticket
5990,Case3000,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-05-10 10:45:07+0000', tz='UTC'), Timestamp('2011-05-10 10:45:18+0000', tz='UTC')]",Resolve ticket
5991,Case3001,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-04-21 16:36:39+0000', tz='UTC')]",Assign seriousness
5992,Case3001,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[Timestamp('2010-04-21 16:36:39+0000', tz='UTC'), Timestamp('2010-06-01 09:15:42+0000', tz='UTC')]",Take in charge ticket
5993,Case3001,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-04-21 16:36:39+0000', tz='UTC'), Timestamp('2010-06-01 09:15:42+0000', tz='UTC'), Timestamp('2010-06-01 09:16:04+0000', tz='UTC')]",Resolve ticket
5994,Case3002,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-08-02 12:32:34+0000', tz='UTC')]",Take in charge ticket
5995,Case3002,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-08-02 12:32:34+0000', tz='UTC'), Timestamp('2012-08-02 12:43:37+0000', tz='UTC')]",Resolve ticket
5996,Case3003,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-06-10 10:22:58+0000', tz='UTC')]",Take in charge ticket
5997,Case3003,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 13']","[Timestamp('2011-06-10 10:22:58+0000', tz='UTC'), Timestamp('2011-06-10 10:24:53+0000', tz='UTC')]",Resolve ticket
5998,Case3004,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-03-09 10:01:13+0000', tz='UTC')]",Assign seriousness
5999,Case3004,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[Timestamp('2010-03-09 10:01:13+0000', tz='UTC'), Timestamp('2010-04-16 15:56:14+0000', tz='UTC')]",Take in charge ticket
6000,Case3004,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-03-09 10:01:13+0000', tz='UTC'), Timestamp('2010-04-16 15:56:14+0000', tz='UTC'), Timestamp('2010-04-16 15:56:18+0000', tz='UTC')]",Resolve ticket
6001,Case3004,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-03-09 10:01:13+0000', tz='UTC'), Timestamp('2010-04-16 15:56:14+0000', tz='UTC'), Timestamp('2010-04-16 15:56:18+0000', tz='UTC'), Timestamp('2010-04-16 15:56:30+0000', tz='UTC')]",Resolve ticket
6002,Case3005,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-02-24 09:05:26+0000', tz='UTC')]",Take in charge ticket
6003,Case3005,2,"['Assign seriousness', 'Take in charge ticket']","['Value 13', 'Value 2']","[Timestamp('2011-02-24 09:05:26+0000', tz='UTC'), Timestamp('2011-02-25 13:23:49+0000', tz='UTC')]",Resolve ticket
6004,Case3006,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-01-27 14:36:16+0000', tz='UTC')]",Take in charge ticket
6005,Case3006,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 13']","[Timestamp('2011-01-27 14:36:16+0000', tz='UTC'), Timestamp('2011-02-15 10:54:16+0000', tz='UTC')]",Resolve ticket
6006,Case3007,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-08 07:05:05+0000', tz='UTC')]",Resolve ticket
6007,Case3007,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[Timestamp('2012-05-08 07:05:05+0000', tz='UTC'), Timestamp('2012-05-08 07:20:30+0000', tz='UTC')]",Resolve ticket
6008,Case3008,1,['Assign seriousness'],['Value 18'],"[Timestamp('2013-11-12 11:39:05+0000', tz='UTC')]",Take in charge ticket
6009,Case3008,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 2']","[Timestamp('2013-11-12 11:39:05+0000', tz='UTC'), Timestamp('2013-11-26 17:02:11+0000', tz='UTC')]",Resolve ticket
6010,Case3009,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-12-10 11:38:35+0000', tz='UTC')]",Take in charge ticket
6011,Case3009,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 2']","[Timestamp('2012-12-10 11:38:35+0000', tz='UTC'), Timestamp('2012-12-11 11:24:46+0000', tz='UTC')]",Wait
6012,Case3009,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 4', 'Value 2', 'Value 2']","[Timestamp('2012-12-10 11:38:35+0000', tz='UTC'), Timestamp('2012-12-11 11:24:46+0000', tz='UTC'), Timestamp('2012-12-12 11:40:08+0000', tz='UTC')]",Take in charge ticket
6013,Case3009,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 4', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2012-12-10 11:38:35+0000', tz='UTC'), Timestamp('2012-12-11 11:24:46+0000', tz='UTC'), Timestamp('2012-12-12 11:40:08+0000', tz='UTC'), Timestamp('2012-12-20 08:43:27+0000', tz='UTC')]",Resolve ticket
6014,Case301,1,['Assign seriousness'],['Value 6'],"[Timestamp('2010-05-06 11:05:09+0000', tz='UTC')]",Take in charge ticket
6015,Case301,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 6']","[Timestamp('2010-05-06 11:05:09+0000', tz='UTC'), Timestamp('2010-05-06 13:01:24+0000', tz='UTC')]",Resolve ticket
6016,Case301,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 6', 'Value 6', 'Value 6']","[Timestamp('2010-05-06 11:05:09+0000', tz='UTC'), Timestamp('2010-05-06 13:01:24+0000', tz='UTC'), Timestamp('2010-05-06 13:27:07+0000', tz='UTC')]",Take in charge ticket
6017,Case301,4,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 6', 'Value 6', 'Value 6', 'Value 12']","[Timestamp('2010-05-06 11:05:09+0000', tz='UTC'), Timestamp('2010-05-06 13:01:24+0000', tz='UTC'), Timestamp('2010-05-06 13:27:07+0000', tz='UTC'), Timestamp('2010-05-06 14:36:41+0000', tz='UTC')]",Wait
6018,Case301,5,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 6', 'Value 6', 'Value 6', 'Value 12', 'Value 12']","[Timestamp('2010-05-06 11:05:09+0000', tz='UTC'), Timestamp('2010-05-06 13:01:24+0000', tz='UTC'), Timestamp('2010-05-06 13:27:07+0000', tz='UTC'), Timestamp('2010-05-06 14:36:41+0000', tz='UTC'), Timestamp('2010-05-06 16:06:08+0000', tz='UTC')]",Take in charge ticket
6019,Case301,6,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 6', 'Value 6', 'Value 6', 'Value 12', 'Value 12', 'Value 12']","[Timestamp('2010-05-06 11:05:09+0000', tz='UTC'), Timestamp('2010-05-06 13:01:24+0000', tz='UTC'), Timestamp('2010-05-06 13:27:07+0000', tz='UTC'), Timestamp('2010-05-06 14:36:41+0000', tz='UTC'), Timestamp('2010-05-06 16:06:08+0000', tz='UTC'), Timestamp('2010-05-07 12:17:30+0000', tz='UTC')]",Resolve ticket
6020,Case3010,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-02-06 16:54:09+0000', tz='UTC')]",Take in charge ticket
6021,Case3010,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2013-02-06 16:54:09+0000', tz='UTC'), Timestamp('2013-02-21 13:55:10+0000', tz='UTC')]",Wait
6022,Case3010,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[Timestamp('2013-02-06 16:54:09+0000', tz='UTC'), Timestamp('2013-02-21 13:55:10+0000', tz='UTC'), Timestamp('2013-02-22 09:48:26+0000', tz='UTC')]",Resolve ticket
6023,Case3011,1,['Take in charge ticket'],['Value 1'],"[Timestamp('2011-12-16 09:12:13+0000', tz='UTC')]",Wait
6024,Case3011,2,"['Take in charge ticket', 'Wait']","['Value 1', 'Value 9']","[Timestamp('2011-12-16 09:12:13+0000', tz='UTC'), Timestamp('2011-12-16 15:19:46+0000', tz='UTC')]",Wait
6025,Case3011,3,"['Take in charge ticket', 'Wait', 'Wait']","['Value 1', 'Value 9', 'Value 9']","[Timestamp('2011-12-16 09:12:13+0000', tz='UTC'), Timestamp('2011-12-16 15:19:46+0000', tz='UTC'), Timestamp('2011-12-16 15:19:46+0000', tz='UTC')]",Resolve ticket
6026,Case3012,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-09-20 12:18:55+0000', tz='UTC')]",Take in charge ticket
6027,Case3012,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 9']","[Timestamp('2010-09-20 12:18:55+0000', tz='UTC'), Timestamp('2010-09-20 14:03:04+0000', tz='UTC')]",Wait
6028,Case3012,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 9', 'Value 9', 'Value 9']","[Timestamp('2010-09-20 12:18:55+0000', tz='UTC'), Timestamp('2010-09-20 14:03:04+0000', tz='UTC'), Timestamp('2010-09-21 07:29:14+0000', tz='UTC')]",Take in charge ticket
6029,Case3012,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 9', 'Value 9', 'Value 9', 'Value 9']","[Timestamp('2010-09-20 12:18:55+0000', tz='UTC'), Timestamp('2010-09-20 14:03:04+0000', tz='UTC'), Timestamp('2010-09-21 07:29:14+0000', tz='UTC'), Timestamp('2010-10-01 10:21:04+0000', tz='UTC')]",Resolve ticket
6030,Case3013,1,['Assign seriousness'],['Value 18'],"[Timestamp('2013-11-05 15:31:34+0000', tz='UTC')]",Take in charge ticket
6031,Case3013,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 20']","[Timestamp('2013-11-05 15:31:34+0000', tz='UTC'), Timestamp('2013-11-11 11:44:00+0000', tz='UTC')]",Take in charge ticket
6032,Case3013,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 18', 'Value 20', 'Value 2']","[Timestamp('2013-11-05 15:31:34+0000', tz='UTC'), Timestamp('2013-11-11 11:44:00+0000', tz='UTC'), Timestamp('2013-11-11 14:32:55+0000', tz='UTC')]",Wait
6033,Case3013,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait']","['Value 18', 'Value 20', 'Value 2', 'Value 2']","[Timestamp('2013-11-05 15:31:34+0000', tz='UTC'), Timestamp('2013-11-11 11:44:00+0000', tz='UTC'), Timestamp('2013-11-11 14:32:55+0000', tz='UTC'), Timestamp('2013-11-20 17:10:46+0000', tz='UTC')]",Resolve ticket
6034,Case3014,1,['Assign seriousness'],['Value 2'],"[Timestamp('2011-10-27 07:44:43+0000', tz='UTC')]",Resolve ticket
6035,Case3014,2,"['Assign seriousness', 'Resolve ticket']","['Value 2', 'Value 1']","[Timestamp('2011-10-27 07:44:43+0000', tz='UTC'), Timestamp('2011-10-27 08:12:15+0000', tz='UTC')]",Resolve ticket
6036,Case3015,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-01-18 08:43:56+0000', tz='UTC')]",Take in charge ticket
6037,Case3015,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2013-01-18 08:43:56+0000', tz='UTC'), Timestamp('2013-01-22 09:13:40+0000', tz='UTC')]",Require upgrade
6038,Case3015,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 1', 'Value 2', 'Value 2']","[Timestamp('2013-01-18 08:43:56+0000', tz='UTC'), Timestamp('2013-01-22 09:13:40+0000', tz='UTC'), Timestamp('2013-01-25 13:40:41+0000', tz='UTC')]",Resolve ticket
6039,Case3016,1,['Assign seriousness'],['Value 2'],"[Timestamp('2012-10-29 14:24:19+0000', tz='UTC')]",Assign seriousness
6040,Case3016,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[Timestamp('2012-10-29 14:24:19+0000', tz='UTC'), Timestamp('2012-10-29 14:26:09+0000', tz='UTC')]",Take in charge ticket
6041,Case3016,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2012-10-29 14:24:19+0000', tz='UTC'), Timestamp('2012-10-29 14:26:09+0000', tz='UTC'), Timestamp('2012-10-29 14:26:28+0000', tz='UTC')]",Resolve ticket
6042,Case3017,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-06-05 10:05:11+0000', tz='UTC')]",Take in charge ticket
6043,Case3017,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-06-05 10:05:11+0000', tz='UTC'), Timestamp('2012-06-05 10:31:47+0000', tz='UTC')]",Resolve ticket
6044,Case3018,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-24 10:02:39+0000', tz='UTC')]",Take in charge ticket
6045,Case3018,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 13']","[Timestamp('2011-10-24 10:02:39+0000', tz='UTC'), Timestamp('2011-10-27 12:51:30+0000', tz='UTC')]",Wait
6046,Case3018,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 13', 'Value 13']","[Timestamp('2011-10-24 10:02:39+0000', tz='UTC'), Timestamp('2011-10-27 12:51:30+0000', tz='UTC'), Timestamp('2011-11-08 09:33:34+0000', tz='UTC')]",Resolve ticket
6047,Case3019,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-02-06 08:36:59+0000', tz='UTC')]",Take in charge ticket
6048,Case3019,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 6']","[Timestamp('2012-02-06 08:36:59+0000', tz='UTC'), Timestamp('2012-02-06 08:45:50+0000', tz='UTC')]",Resolve ticket
6049,Case302,1,['Assign seriousness'],['Value 9'],"[Timestamp('2010-11-19 16:53:47+0000', tz='UTC')]",Take in charge ticket
6050,Case302,2,"['Assign seriousness', 'Take in charge ticket']","['Value 9', 'Value 6']","[Timestamp('2010-11-19 16:53:47+0000', tz='UTC'), Timestamp('2010-11-19 17:24:12+0000', tz='UTC')]",Resolve ticket
6051,Case3020,1,['Assign seriousness'],['Value 13'],"[Timestamp('2012-04-06 07:25:39+0000', tz='UTC')]",Take in charge ticket
